,rent,dist,nrooms,age,size,noccup,price
11870,250.0,24.0,37.0,14.0,4.0,3,72600.0
11871,191.0,13.0,2.0,38.0,6.0,3,43900.0
11872,222.0,13.0,2.0,42.0,5.0,3,46450.0
11873,182.0,,2.0,36.0,6.0,3,44450.0
11874,226.0,13.0,2.0,,6.0,3,45300.0
11875,252.0,13.0,2.0,19.0,6.0,3,52550.0
11876,273.0,13.0,2.0,15.0,7.0,3,62100.0
11877,252.0,13.0,2.0,45.0,5.0,3,61900.0
11878,202.0,13.0,2.0,52.0,5.0,'3',70850.0
11879,152.0,13.0,2.0,52.0,4.0,3,50800.0
11880,235.0,13.0,,37.0,4.0,3,84550.0
11881,230.0,13.0,2.0,24.0,4.0,3,62500.0
11882,158.0,13.0,2.0,43.0,5.0,'3',52829.7304910015
11883,122.0,13.0,2.0,29.0,8.0,5,77500.0
11884,161.0,13.0,2.0,10.0,5.0,3,81250.0
11885,83.0,13.0,,27.0,3.0,2,47900.0
11886,126.0,13.0,2.0,44.0,6.0,3,57099.99999999999
11887,153.0,13.0,2.0,46.0,7.0,3,41150.0
11888,,13.0,2.0,34.0,7.0,3,46200.0
11889,108.0,13.0,2.0,38.0,8.0,4,39950.0
11890,146.0,13.0,25.0,40.0,8.0,3,48997.907125567624
11891,151.0,13.0,2.0,52.0,8.0,4,62500.0
11892,195.0,13.0,2.0,45.0,5.0,3,56250.0
11893,127.0,13.0,2.0,31.0,7.0,3,46941.51927634011
11894,226.0,13.0,2.0,27.0,6.0,3,5519764.0
11895,206.0,13.0,2.0,32.0,7.0,3,41100.0
11896,185.0,13.0,2.0,33.0,8.0,3,40350.0
11897,462.0,13.0,2.0,33.0,5.0,3,108300.0
11898,462.0,13.0,2.0,25.0,6.0,3,117600.0
11899,462.0,13.0,2.0,28.0,5.0,3,102400.0
11900,462.0,13.0,2.0,14.0,5.0,3,109800.0
11901,462.0,13.0,2.0,7.0,6.0,3,157600.0
11902,323.0,13.0,2.0,52.0,4.0,3,68100.0
11903,201.0,13.0,2.0,30.0,4.0,3,75000.0
11904,0.0,13.0,2.0,52.0,5.0,3,63614.24172346649
11905,268.0,13.0,2.0,51.0,4.0,3,127859.60759342382
11906,255.0,13.0,2.0,48.0,5.0,3,58950.0
11907,376.0,13.0,2.0,38.0,5.0,'3',74450.0
11908,289.0,13.0,2.0,41.0,5.0,3,67400.0
11909,,13.0,2.0,32.0,4.0,3,59400.0
11910,289.0,13.0,2.0,,5.0,3,61700.0
11911,325.0,,2.0,34.0,5.0,3,78900.0
11912,462.0,13.0,2.0,29.0,5.0,3,56250.0
11913,290.0,13.0,2.0,28.0,7.0,3,58250.0
11914,280.0,13.0,,31.0,7.0,3,57650.0
11915,235.0,13.0,2.0,46.0,4.0,3,5690973.0
11916,183.0,13.0,2.0,32.0,8.0,3,58650.0
11917,221.0,13.0,2.0,37.0,8.0,3,66050.0
11918,229.0,13.0,2.0,46.0,8.0,3,61950.00000000001
11919,211.0,13.0,2.0,32.0,6.0,3,55400.00000000001
11920,205.0,,2.0,33.0,7.0,3,49050.0
11921,226.0,13.0,2.0,27.0,6.0,3,56350.0
11922,258.0,13.0,2.0,30.0,5.0,3,66900.0
11923,,13.0,2.0,36.0,4.0,3,61450.00000000001
11924,309.0,13.0,2.0,35.0,5.0,3,60350.00000000001
11925,87.0,13.0,2.0,43.0,4.0,3,60700.0
11926,306.0,13.0,2.0,49.0,6.0,3,57199.99999999999
11927,326.0,13.0,2.0,46.0,5.0,3,71300.0
11928,307.0,13.0,,20.0,4.0,3,70050.0
11929,304.0,13.0,2.0,21.0,6.0,3,68400.0
11930,362.0,0.0,2.0,26.0,7.0,3,63949.99999999999
11931,278.0,13.0,2.0,35.0,5.0,3,91927.99464736774
11932,228.0,13.0,2.0,30.0,8.0,4,41350.0
11933,166.0,13.0,2.0,35.0,8.0,4,40650.0
11934,301.0,13.0,2.0,35.0,8.0,4,44650.0
11935,268.0,13.0,2.0,37.0,5.0,3,56000.00000000001
11936,235.0,13.0,2.0,42.0,4.0,3,57999.99999999999
11937,215.0,13.0,2.0,33.0,8.0,3,58800.0
11938,243.0,13.0,2.0,29.0,4.0,3,116962.17833800509
11939,238.0,,2.0,32.0,5.0,3,62800.0
11940,,13.0,2.0,22.0,4.0,3,59250.0
11941,265.0,13.0,2.0,26.0,5.0,3,56750.0
11942,311.0,,2.0,46.0,6.0,3,56950.0
11943,303.0,13.0,2.0,36.0,7.0,3,52250.0
11944,338.0,13.0,2.0,36.0,8.0,3,99157.3891861123
11945,163.0,13.0,2.0,15.0,4.0,'3',64649.99999999999
11946,186.0,13.0,37.0,31.0,5.0,3,54700.00000000001
11947,,13.0,2.0,34.0,6.0,3,57999.99999999999
11948,157.0,13.0,2.0,12.0,4.0,3,51849.99999999999
11949,293.0,0.0,2.0,32.0,7.0,3,85834.06106805075
11950,293.0,13.0,2.0,30.0,6.0,3,63449.99999999999
11951,313.0,13.0,2.0,,6.0,3,59350.0
11952,328.0,0.0,2.0,33.0,6.0,3,64950.0
11953,245.0,13.0,2.0,20.0,5.0,3,56950.0
11954,228.0,13.0,2.0,33.0,5.0,3,55400.00000000001
11955,279.0,13.0,2.0,29.0,6.0,3,60700.0
11956,169.0,13.0,2.0,35.0,6.0,3,56650.0
11957,178.0,13.0,2.0,25.0,8.0,4,56850.0
11958,275.0,13.0,2.0,32.0,5.0,3,157050.0
11959,320.0,13.0,2.0,23.0,6.0,3,74350.0
11960,324.0,13.0,2.0,15.0,6.0,3,69000.0
11961,462.0,13.0,2.0,4.0,8.0,4,96900.0
11962,203.0,13.0,2.0,25.0,8.0,3,43900.0
11963,,13.0,2.0,34.0,8.0,4,46000.0
11964,228.0,13.0,2.0,33.0,7.0,3,48900.0
11965,317.0,13.0,0.0,9.0,7.0,3,81117.46929530734
11966,127.0,13.0,2.0,24.0,6.0,3,43400.0
11967,155.0,13.0,2.0,31.0,7.0,3,38100.0
11968,142.0,13.0,2.0,38.0,6.0,3,41700.0
11969,319.0,13.0,,21.0,6.0,3,76100.0
11970,229.0,,2.0,16.0,6.0,3,59750.0
11971,206.0,13.0,27.0,26.0,6.0,3,47600.0
11972,231.0,13.0,,34.0,6.0,3,49150.0
11973,110.0,13.0,2.0,26.0,8.0,3,44300.0
11974,226.0,13.0,35.0,32.0,8.0,3,48300.0
11975,342.0,13.0,2.0,,8.0,3,58450.0
11976,342.0,13.0,2.0,0.0,6.0,3,85650.0
11977,330.0,13.0,2.0,15.0,7.0,3,64249.99999999999
11978,363.0,13.0,2.0,21.0,6.0,3,58199.99999999999
11979,,13.0,2.0,20.0,8.0,3,57499.99999999999
11980,362.0,13.0,2.0,17.0,7.0,3,80300.0
11981,315.0,13.0,2.0,21.0,6.0,3,69350.0
11982,374.0,13.0,2.0,8.0,6.0,3,79050.0
11983,327.0,13.0,2.0,23.0,7.0,3,60550.00000000001
11984,275.0,13.0,2.0,35.0,6.0,3,54100.00000000001
11985,334.0,13.0,2.0,,6.0,3,71200.0
11986,163.0,13.0,,24.0,4.0,3,67650.0
11987,288.0,13.0,2.0,12.0,5.0,3,72750.0
11988,240.0,13.0,,36.0,6.0,3,62350.00000000001
11989,395.0,,2.0,14.0,7.0,3,91450.0
11990,291.0,13.0,2.0,34.0,7.0,3,70500.0
11991,306.0,13.0,2.0,29.0,6.0,3,70500.0
11992,275.0,13.0,2.0,,6.0,3,68750.0
11993,399.0,12.0,3.0,19.0,7.0,3,187500.0
11994,238.0,12.0,2.0,26.0,,3,76550.0
11995,202.0,12.0,2.0,17.0,4.0,3,37500.0
11996,316.0,13.0,2.0,21.0,6.0,3,101600.0
11997,335.0,13.0,2.0,30.0,6.0,3,81950.0
11998,121.0,13.0,0.0,29.0,6.0,3,46936.90135272757
11999,462.0,13.0,2.0,6.0,8.0,3,128550.0
12000,,13.0,2.0,3.0,7.0,3,135950.0
12001,444.0,13.0,2.0,17.0,6.0,3,114700.0
12002,411.0,13.0,2.0,7.0,6.0,3,101700.0
12003,266.0,0.0,2.0,7.0,8.0,3,68800.0
12004,,13.0,2.0,16.0,4.0,3,95850.0
12005,427.0,13.0,2.0,25.0,8.0,3,82400.0
12006,387.0,13.0,2.0,2.0,6.0,3,110400.0
12007,462.0,13.0,2.0,15.0,7.0,3,125500.0
12008,313.0,13.0,2.0,25.0,6.0,3,77150.0
12009,361.0,13.0,2.0,24.0,6.0,3,103431.93947410888
12010,258.0,13.0,2.0,21.0,5.0,3,99400.0
12011,461.0,13.0,3.0,12.0,6.0,3,116750.0
12012,461.0,13.0,,16.0,6.0,3,123200.0
12013,403.0,13.0,2.0,22.0,7.0,'3',107300.0
12014,462.0,13.0,2.0,17.0,8.0,4,122100.0
12015,327.0,0.0,2.0,19.0,7.0,3,67800.0
12016,246.0,,2.0,17.0,8.0,4,69550.0
12017,,13.0,2.0,31.0,7.0,3,57799.99999999999
12018,341.0,13.0,2.0,28.0,6.0,3,73400.0
12019,374.0,13.0,2.0,12.0,5.0,3,84550.0
12020,277.0,13.0,2.0,34.0,7.0,3,49800.0
12021,,13.0,24.0,15.0,6.0,3,62300.0
12022,322.0,13.0,,12.0,7.0,3,69600.0
12023,,13.0,2.0,29.0,8.0,4,71700.0
12024,127.0,13.0,2.0,26.0,8.0,4,42900.0
12025,230.0,13.0,2.0,34.0,7.0,3,44250.0
12026,208.0,13.0,2.0,19.0,8.0,4,56450.0
12027,239.0,13.0,2.0,29.0,6.0,3,58650.0
12028,301.0,13.0,2.0,28.0,,3,63549.99999999999
12029,225.0,13.0,2.0,16.0,6.0,3,57350.0
12030,280.0,13.0,2.0,19.0,8.0,3,66400.0
12031,264.0,13.0,2.0,21.0,6.0,3,60550.00000000001
12032,255.0,13.0,2.0,33.0,8.0,3,55250.0
12033,242.0,0.0,2.0,34.0,8.0,3,52800.0
12034,264.0,13.0,2.0,35.0,7.0,3,52700.0
12035,200.0,13.0,2.0,31.0,7.0,3,61000.0
12036,274.0,13.0,2.0,18.0,6.0,3,63049.99999999999
12037,296.0,13.0,2.0,26.0,7.0,3,62300.0
12038,166.0,13.0,2.0,21.0,5.0,3,63649.99999999999
12039,248.0,13.0,2.0,10.0,5.0,3,72400.0
12040,354.0,13.0,2.0,14.0,6.0,3,74950.0
12041,270.0,13.0,2.0,7.0,5.0,3,79550.0
12042,316.0,13.0,2.0,22.0,5.0,3,70550.0
12043,462.0,13.0,2.0,0.0,6.0,3,167050.0
12044,304.0,13.0,2.0,16.0,5.0,3,79000.0
12045,309.0,13.0,2.0,24.0,8.0,4,61900.0
12046,192.0,13.0,2.0,21.0,8.0,4,51249.99999999999
12047,234.0,13.0,2.0,22.0,7.0,3,45500.0
12048,378.0,13.0,,4.0,6.0,3,119900.0
12049,186.0,13.0,2.0,36.0,8.0,4,48100.0
12050,,13.0,2.0,14.0,7.0,3,53950.0
12051,167.0,13.0,2.0,19.0,7.0,3,54400.00000000001
12052,,13.0,37.0,33.0,5.0,3,69100.0
12053,155.0,13.0,2.0,40.0,8.0,4,56499.99999999999
12054,173.0,13.0,2.0,35.0,6.0,3,59700.0
12055,172.0,13.0,2.0,39.0,8.0,4,55300.00000000001
12056,126.0,13.0,2.0,42.0,6.0,3,47361.31646291711
12057,182.0,13.0,2.0,7.0,6.0,3,58500.0
12058,195.0,13.0,2.0,13.0,6.0,3,53500.0
12059,172.0,13.0,2.0,16.0,5.0,3,58050.0
12060,174.0,0.0,2.0,37.0,6.0,3,61400.0
12061,389.0,13.0,2.0,27.0,6.0,3,82500.0
12062,378.0,13.0,2.0,17.0,7.0,3,81950.0
12063,246.0,13.0,2.0,30.0,5.0,3,72150.0
12064,264.0,13.0,2.0,34.0,5.0,3,71050.0
12065,365.0,13.0,2.0,4.0,6.0,3,97650.0
12066,0.0,13.0,2.0,28.0,6.0,3,50350.71653252169
12067,396.0,13.0,2.0,6.0,6.0,3,97550.0
12068,309.0,0.0,2.0,6.0,5.0,3,108350.0
12069,317.0,13.0,2.0,0.0,7.0,3,250000.5
12070,397.0,13.0,2.0,9.0,6.0,3,110700.0
12071,396.0,13.0,,25.0,6.0,3,88550.0
12072,295.0,13.0,2.0,18.0,6.0,3,68550.0
12073,415.0,,2.0,13.0,6.0,3,102400.0
12074,320.0,13.0,2.0,18.0,6.0,3,75150.0
12075,389.0,13.0,2.0,23.0,7.0,3,80500.0
12076,258.0,13.0,2.0,15.0,5.0,3,69050.0
12077,462.0,13.0,2.0,2.0,6.0,3,128950.0
12078,266.0,,2.0,20.0,8.0,3,55500.00000000001
12079,334.0,13.0,2.0,22.0,8.0,3,94900.0
12080,,13.0,2.0,7.0,7.0,3,97800.0
12081,359.0,13.0,2.0,5.0,6.0,3,80400.0
12082,385.0,13.0,2.0,14.0,6.0,3,107500.0
12083,351.0,14.0,2.0,15.0,7.0,3,94900.0
12084,386.0,14.0,2.0,2.0,6.0,3,93900.0
12085,402.0,14.0,2.0,29.0,6.0,3,105650.0
12086,387.0,13.0,2.0,12.0,6.0,3,133950.0
12087,377.0,14.0,2.0,10.0,6.0,3,120250.0
12088,233.0,14.0,2.0,16.0,6.0,3,55000.00000000001
12089,382.0,14.0,2.0,14.0,6.0,3,80650.0
12090,221.0,14.0,2.0,15.0,7.0,3,63949.99999999999
12091,174.0,14.0,,16.0,8.0,3,59000.0
12092,317.0,,2.0,13.0,8.0,3,147600.0
12093,336.0,14.0,2.0,8.0,6.0,3,80577.17644470945
12094,409.0,14.0,2.0,9.0,6.0,3,111800.0
12095,204.0,14.0,2.0,12.0,6.0,3,61600.0
12096,360.0,14.0,2.0,15.0,6.0,3,98435.96464120675
12097,190.0,14.0,2.0,33.0,8.0,4,76350.0
12098,314.0,13.0,2.0,15.0,4.0,3,92250.0
12099,281.0,14.0,2.0,19.0,4.0,3,72250.0
12100,462.0,13.0,2.0,20.0,5.0,3,118250.0
12101,416.0,13.0,2.0,13.0,5.0,3,107250.0
12102,395.0,14.0,2.0,7.0,5.0,3,106012.44955569362
12103,146.0,13.0,2.0,52.0,5.0,3,81250.0
12105,238.0,13.0,2.0,27.0,6.0,3,50800.0
12106,131.0,13.0,2.0,,4.0,3,51700.0
12107,353.0,13.0,2.0,27.0,5.0,3,66750.0
12108,261.0,14.0,2.0,28.0,4.0,3,70150.0
12109,350.0,14.0,37.0,4.0,6.0,3,80300.0
12110,204.0,13.0,2.0,23.0,5.0,3,47650.0
12111,170.0,13.0,2.0,28.0,6.0,3,42700.0
12112,330.0,13.0,2.0,23.0,6.0,3,64950.0
12113,359.0,14.0,2.0,11.0,6.0,3,66300.0
12114,268.0,14.0,2.0,7.0,5.0,3,71000.0
12115,320.0,14.0,2.0,5.0,6.0,3,6160979.0
12116,393.0,14.0,2.0,5.0,7.0,3,81650.0
12117,391.0,14.0,2.0,5.0,6.0,3,77750.0
12118,462.0,14.0,2.0,5.0,6.0,3,111600.0
12119,423.0,14.0,2.0,3.0,8.0,3,98850.0
12120,98.0,14.0,2.0,10.0,7.0,3,67850.0
12121,161.0,,39.0,35.0,7.0,3,43450.0
12122,231.0,14.0,2.0,13.0,6.0,3,63600.0
12123,232.0,14.0,2.0,2.0,4.0,,82400.0
12124,120.0,0.0,2.0,15.0,6.0,3,57807.78001966354
12125,245.0,14.0,2.0,12.0,6.0,3,56599.99999999999
12126,319.0,14.0,2.0,8.0,6.0,3,68800.0
12127,311.0,14.0,2.0,7.0,6.0,3,62300.0
12128,303.0,14.0,,9.0,7.0,3,63600.0
12129,314.0,14.0,2.0,5.0,7.0,3,68300.0
12130,230.0,14.0,2.0,8.0,6.0,3,57099.99999999999
12131,241.0,0.0,2.0,14.0,7.0,'3',58500.0
12132,307.0,14.0,2.0,5.0,7.0,3,65450.0
12133,376.0,14.0,2.0,4.0,7.0,3,76300.0
12134,356.0,,2.0,12.0,8.0,3,71750.0
12135,303.0,14.0,2.0,8.0,7.0,3,60750.00000000001
12136,268.0,14.0,3.0,4.0,6.0,3,74695.52190989484
12137,314.0,14.0,2.0,3.0,6.0,3,71500.0
12138,196.0,14.0,2.0,16.0,5.0,3,60870.3597269711
12139,,14.0,2.0,8.0,6.0,3,68150.0
12140,345.0,15.0,2.0,7.0,8.0,4,93750.0
12141,274.0,14.0,2.0,14.0,7.0,3,80650.0
12142,306.0,14.0,2.0,2.0,7.0,3,50000.0
12143,292.0,14.0,,2.0,5.0,3,61050.00000000001
12144,256.0,14.0,2.0,4.0,6.0,3,56850.0
12145,163.0,15.0,2.0,16.0,3.0,3,48950.0
12146,190.0,15.0,2.0,8.0,3.0,3,55050.0
12147,149.0,15.0,2.0,,3.0,2,49300.0
12148,156.0,15.0,2.0,24.0,3.0,2,41650.0
12149,174.0,15.0,2.0,23.0,3.0,'2',46200.0
12150,142.0,,2.0,24.0,3.0,2,41750.0
12151,344.0,15.0,2.0,3.0,6.0,3,68200.0
12152,399.0,15.0,2.0,8.0,5.0,3,114450.0
12153,268.0,,2.0,10.0,6.0,3,56699.99999999999
12154,291.0,15.0,2.0,10.0,5.0,3,62949.99999999999
12155,234.0,15.0,2.0,12.0,6.0,3,58600.0
12156,310.0,15.0,2.0,2.0,6.0,3,88650.0
12157,178.0,15.0,2.0,11.0,5.0,3,59018.438322397924
12158,285.0,15.0,2.0,0.0,6.0,3,69800.0
12159,314.0,15.0,,13.0,6.0,3,80600.0
12160,304.0,15.0,37.0,6.0,6.0,'3',76782.47937309428
12161,100.0,15.0,2.0,7.0,4.0,3,84650.0
12162,169.0,15.0,2.0,17.0,4.0,3,48050.0
12163,196.0,15.0,2.0,11.0,6.0,3,77700.0
12164,189.0,15.0,2.0,7.0,5.0,3,54600.00000000001
12165,193.0,15.0,2.0,17.0,5.0,3,72650.0
12166,245.0,15.0,2.0,13.0,8.0,3,73956.21482952253
12167,305.0,14.0,2.0,3.0,7.0,3,63249.99999999999
12168,147.0,15.0,2.0,13.0,6.0,3,45250.0
12169,209.0,15.0,,16.0,5.0,3,56250.0
12170,158.0,15.0,,,4.0,3,35650.0
12171,234.0,15.0,2.0,2.0,4.0,,55750.0
12172,197.0,15.0,2.0,10.0,,3,70350.0
12173,172.0,14.0,2.0,17.0,,3,44650.0
12174,148.0,14.0,2.0,23.0,8.0,4,49350.32964200995
12175,150.0,0.0,2.0,5.0,7.0,3,41500.0
12176,184.0,14.0,2.0,15.0,6.0,3,59150.0
12177,307.0,,2.0,11.0,6.0,3,86650.0
12178,161.0,0.0,2.0,22.0,5.0,3,62372.13809106165
12179,213.0,,2.0,,5.0,3,52100.0
12180,161.0,,2.0,19.0,7.0,3,64600.0
12181,156.0,14.0,2.0,16.0,6.0,3,50649.99999999999
12182,211.0,0.0,2.0,19.0,6.0,3,55000.00000000001
12183,162.0,14.0,2.0,11.0,6.0,3,57299.99999999999
12184,399.0,14.0,2.0,5.0,6.0,3,107641.12102338622
12185,243.0,14.0,33.0,8.0,6.0,3,61900.0
12186,236.0,14.0,2.0,10.0,6.0,3,77150.0
12187,238.0,14.0,2.0,9.0,7.0,3,78700.0
12188,232.0,14.0,2.0,11.0,8.0,3,55650.0
12189,143.0,14.0,2.0,27.0,6.0,3,50300.0
12190,320.0,14.0,37.0,10.0,5.0,3,62500.0
12191,253.0,14.0,2.0,9.0,6.0,3,65900.0
12192,168.0,14.0,2.0,17.0,5.0,3,66300.0
12193,190.0,14.0,2.0,23.0,5.0,3,54600.00000000001
12194,0.0,15.0,2.0,7.0,5.0,3,80205.6077084247
12195,202.0,15.0,2.0,15.0,6.0,3,81800.0
12196,462.0,14.0,2.0,8.0,5.0,3,232800.0
12197,241.0,15.0,2.0,10.0,5.0,3,79650.0
12198,263.0,15.0,2.0,10.0,6.0,3,77800.0
12199,242.0,15.0,2.0,12.0,8.0,3,105350.0
12200,0.0,15.0,28.0,7.0,5.0,3,80205.6077084247
12201,344.0,15.0,30.0,0.0,5.0,3,87150.0
12202,359.0,15.0,2.0,3.0,6.0,3,107650.0
12203,327.0,15.0,2.0,2.0,6.0,3,72800.0
12204,295.0,15.0,2.0,2.0,5.0,3,93650.0
12205,281.0,15.0,2.0,4.0,8.0,3,73750.0
12206,360.0,16.0,2.0,5.0,6.0,'3',173850.0
12207,309.0,16.0,37.0,9.0,5.0,3,196050.0
12208,328.0,16.0,2.0,6.0,6.0,3,153800.0
12209,243.0,16.0,2.0,7.0,6.0,3,168600.0
12210,,16.0,2.0,8.0,5.0,3,110950.0
12211,462.0,15.0,2.0,5.0,5.0,3,246650.0
12212,260.0,8.0,2.0,6.0,5.0,'3',93750.0
12213,462.0,15.0,2.0,13.0,5.0,3,250000.5
12214,,,2.0,4.0,5.0,3,95550.0
12215,343.0,16.0,2.0,4.0,6.0,3,106150.0
12216,351.0,16.0,2.0,4.0,6.0,3,87100.0
12217,,16.0,2.0,13.0,6.0,3,21500.0
12218,297.0,15.0,2.0,6.0,6.0,3,91500.0
12219,415.0,15.0,2.0,4.0,5.0,3,214500.0
12220,390.0,8.0,3.0,4.0,6.0,3,250000.5
12221,225.0,15.0,2.0,6.0,4.0,3,67350.0
12222,236.0,16.0,2.0,19.0,5.0,3,94850.0
12223,402.0,16.0,2.0,15.0,6.0,3,100650.0
12224,335.0,16.0,2.0,11.0,7.0,3,86950.0
12225,158.0,16.0,2.0,15.0,5.0,3,46900.0
12226,210.0,16.0,2.0,18.0,6.0,3,71900.0
12227,149.0,16.0,2.0,13.0,3.0,3,89646.12230087955
12228,177.0,16.0,2.0,14.0,4.0,3,63949.99999999999
12229,155.0,16.0,2.0,19.0,4.0,3,42900.0
12230,133.0,16.0,2.0,23.0,5.0,3,54750.0
12231,222.0,16.0,2.0,14.0,6.0,3,60750.00000000001
12232,276.0,16.0,2.0,15.0,5.0,3,82751.31389871208
12233,184.0,16.0,2.0,20.0,5.0,3,44700.0
12234,230.0,16.0,2.0,20.0,5.0,3,43500.0
12235,242.0,16.0,2.0,21.0,5.0,3,47250.0
12236,203.0,16.0,2.0,18.0,6.0,3,45600.0
12237,348.0,16.0,2.0,19.0,6.0,3,59450.0
12238,278.0,16.0,2.0,17.0,6.0,3,60000.0
12239,303.0,16.0,2.0,13.0,6.0,3,66150.0
12240,194.0,16.0,27.0,35.0,6.0,3,38150.0
12241,145.0,8.0,2.0,31.0,4.0,3,43100.0
12242,,16.0,2.0,22.0,4.0,3,38750.0
12243,,15.0,2.0,18.0,3.0,3,38500.0
12244,138.0,16.0,2.0,25.0,3.0,2,42850.0
12245,166.0,16.0,2.0,20.0,4.0,3,38450.0
12246,165.0,16.0,2.0,19.0,5.0,3,43800.0
12247,181.0,16.0,2.0,14.0,4.0,3,68800.0
12248,135.0,15.0,2.0,15.0,8.0,2,52550.0
12249,128.0,16.0,2.0,10.0,4.0,3,47950.0
12250,147.0,,2.0,12.0,4.0,3,53950.0
12251,162.0,15.0,2.0,12.0,3.0,3,34700.0
12252,158.0,15.0,2.0,8.0,3.0,3,47200.0
12253,146.0,15.0,2.0,14.0,3.0,2,56250.0
12254,171.0,15.0,2.0,7.0,4.0,3,56550.0
12255,212.0,,2.0,20.0,5.0,3,60350.00000000001
12256,201.0,15.0,2.0,15.0,3.0,3,69650.0
12257,172.0,8.0,2.0,10.0,4.0,3,54450.0
12258,164.0,16.0,2.0,8.0,5.0,3,47650.0
12259,141.0,16.0,2.0,20.0,6.0,3,38850.0
12260,151.0,15.0,2.0,21.0,6.0,3,41500.0
12261,190.0,15.0,2.0,24.0,6.0,3,37400.0
12262,129.0,16.0,2.0,24.0,5.0,3,37000.0
12263,154.0,16.0,2.0,12.0,7.0,3,28350.0
12264,192.0,16.0,2.0,5.0,4.0,3,65400.0
12265,119.0,16.0,2.0,20.0,4.0,3,70000.0
12266,151.0,,,23.0,3.0,3,40850.0
12267,173.0,16.0,2.0,13.0,4.0,3,66119.8525945522
12268,219.0,16.0,2.0,13.0,4.0,3,85350.0
12269,181.0,15.0,2.0,25.0,4.0,3,52450.0
12270,190.0,14.0,2.0,33.0,6.0,3,47200.0
12271,264.0,15.0,,21.0,5.0,3,66050.0
12272,355.0,15.0,29.0,22.0,8.0,3,97950.0
12273,175.0,15.0,2.0,18.0,4.0,3,59400.0
12274,235.0,15.0,22.0,14.0,4.0,3,58150.0
12275,182.0,15.0,30.0,12.0,5.0,3,59493.005996288186
12276,205.0,14.0,2.0,25.0,4.0,3,74500.0
12277,215.0,,2.0,5.0,5.0,3,52600.0
12278,234.0,15.0,2.0,6.0,5.0,3,93750.0
12279,105.0,15.0,2.0,22.0,5.0,3,40950.0
12280,278.0,15.0,2.0,,8.0,4,73750.0
12281,179.0,15.0,2.0,11.0,6.0,3,29000.0
12282,110.0,16.0,2.0,16.0,6.0,3,45000.0
12283,126.0,16.0,2.0,19.0,5.0,3,31500.0
12284,,16.0,2.0,17.0,8.0,3,40900.0
12285,228.0,16.0,2.0,2.0,4.0,3,73150.0
12286,121.0,15.0,,1.0,8.0,3,27500.000000000004
12287,208.0,16.0,2.0,18.0,4.0,3,45550.0
12288,259.0,15.0,32.0,27.0,5.0,3,44900.0
12289,146.0,15.0,2.0,40.0,6.0,3,36600.0
12290,228.0,15.0,2.0,29.0,5.0,3,45600.0
12291,106.0,15.0,2.0,29.0,5.0,3,36600.0
12292,161.0,15.0,2.0,33.0,6.0,3,34150.0
12293,,15.0,2.0,30.0,5.0,3,49300.0
12294,154.0,15.0,2.0,13.0,4.0,3,63238.30281714212
12295,157.0,15.0,2.0,29.0,5.0,'3',36300.0
12296,91.0,15.0,2.0,37.0,5.0,3,27500.000000000004
12297,167.0,15.0,2.0,46.0,5.0,3,35900.0
12298,412.0,15.0,25.0,18.0,5.0,3,138941.9093515721
12299,166.0,15.0,2.0,35.0,6.0,3,36700.0
12300,109.0,15.0,2.0,32.0,7.0,3,27300.000000000004
12301,206.0,16.0,2.0,37.0,8.0,4,36550.0
12302,199.0,15.0,2.0,10.0,6.0,3,40500.0
12303,249.0,16.0,3.0,16.0,4.0,3,93718.39641422735
12304,256.0,16.0,2.0,35.0,8.0,4,50000.0
12305,229.0,17.0,3.0,25.0,4.0,3,75250.0
12306,269.0,17.0,24.0,21.0,5.0,3,80550.0
12307,218.0,17.0,3.0,11.0,5.0,3,107150.0
12308,287.0,17.0,2.0,3.0,5.0,3,81750.0
12309,210.0,17.0,2.0,14.0,5.0,3,68750.0
12310,227.0,16.0,2.0,12.0,4.0,3,64049.99999999999
12311,176.0,17.0,2.0,13.0,5.0,3,61450.00000000001
12312,218.0,18.0,2.0,8.0,4.0,3,57650.0
12313,462.0,18.0,2.0,10.0,5.0,3,172750.0
12314,230.0,17.0,2.0,6.0,5.0,3,86700.0
12315,192.0,18.0,2.0,26.0,5.0,3,51549.99999999999
12316,163.0,18.0,37.0,16.0,4.0,3,56750.0
12317,143.0,17.0,35.0,13.0,5.0,3,77850.0
12318,204.0,18.0,2.0,15.0,5.0,3,37200.0
12319,226.0,16.0,2.0,12.0,4.0,3,33150.0
12320,146.0,17.0,2.0,21.0,4.0,3,30500.0
12321,210.0,17.0,2.0,35.0,5.0,3,34050.0
12322,89.0,17.0,2.0,29.0,4.0,3,25000.0
12323,264.0,17.0,2.0,20.0,2.0,2,38300.0
12324,126.0,17.0,2.0,17.0,4.0,3,44200.0
12325,133.0,18.0,3.0,11.0,4.0,3,39250.0
12326,252.0,17.0,2.0,13.0,5.0,3,44800.0
12327,109.0,8.0,2.0,16.0,4.0,3,61412.642664883555
12328,196.0,17.0,2.0,18.0,4.0,3,34100.0
12329,127.0,17.0,2.0,0.0,5.0,3,33300.0
12330,130.0,17.0,2.0,12.0,4.0,3,33000.0
12331,175.0,17.0,25.0,11.0,5.0,3,44700.0
12332,244.0,8.0,2.0,18.0,4.0,3,42600.0
12333,135.0,17.0,2.0,10.0,3.0,3,40500.0
12334,,17.0,2.0,5.0,5.0,3,73200.0
